,label,tweet_id,tweet_texts
1561,sympathy_and_emotional_support,'591903059493523456',"RT @HuffPostIndia: Earthquake helpline at the Indian embassy in Kathmandu: +977 98511 07021, +977 98511 35141"
1562,other_useful_information,'591903059694911488',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1563,donation_needs_or_offers_or_volunteering_services,'591903059736862720',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1564,other_useful_information,'591903059770413056',"RT @ParagRudani: RSS Volunteers are leaving for Nepal..
Typical of RSS to do silent, efficient relief work..
#earthquake"
1565,injured_or_dead_people,'591903059778768896',
1566,sympathy_and_emotional_support,'591903060449964032',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/GYYc9kcluD http://t.co/UtJbazTfAP"
1567,donation_needs_or_offers_or_volunteering_services,'591903060852477952',RT @OCHAAsiaPac: 14 aftershocks felt in a span of 2.5 hours since major 7.9 magnitude earthquake hit #Nepal http://t.co/OEjW8BK3zq
1568,sympathy_and_emotional_support,'591903061095747584',"RT @narendramodi: We are in the process of finding more information and are working to reach out to those affected, both at home &amp; in Nepal."
1569,other_useful_information,'591903061271924736',
1570,not_related_or_irrelevant,'591903062102409219',
1571,sympathy_and_emotional_support,'591903062416969728',#OdavelyMusic Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry sa... http://t.co/6HFH3v8lGP
1572,donation_needs_or_offers_or_volunteering_services,'591903062429569024',
1573,not_related_or_irrelevant,'591903062433890304',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/d0btgsBtmQ http://t.co/F62hcekRr7"
1574,donation_needs_or_offers_or_volunteering_services,'591903062530228224',RT @narendramodi: News has come in about an Earthquake in Nepal. Several parts of India also experienced tremors.
1575,sympathy_and_emotional_support,'591903062643515393',
1576,other_useful_information,'591903062706520064',
1577,sympathy_and_emotional_support,'591903062756753409',"RT @mollymhunter: Temples crumbling, apartment buildings not faring much better in Bhaktapur, #Nepal. #NepalQuake http://t.co/upDJiyXdEf"
1578,other_useful_information,'591903062924533760',Heart goes out to those affected by the earthquake in Nepal. Thoughts and prayers for the survivors. :(
1579,infrastructure_and_utilities_damage,'591903062937108480',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
1580,sympathy_and_emotional_support,'591903063176163329',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
1581,sympathy_and_emotional_support,'591903063234883585',
1582,other_useful_information,'591903063692038145',RT @ShujaRabbani: Some friends in Sydney who come from #Nepal can't reach their families. My prayers are with them. #NepalEarthquake #Nepal‰Û_
1583,donation_needs_or_offers_or_volunteering_services,'591903063855767552',"RT @bbclysedoucet: ""I've never felt an earthquake like this in my entire life..biggest in 80 yrs"" BBC's @sandhakal #Nepal #NepalEarthquake ‰Û_"
1584,other_useful_information,'591903064073719808',"#OdavelyMusic TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangla... http://t.co/zFQDj9Cghf"
1585,donation_needs_or_offers_or_volunteering_services,'591903064098930689',Pray for the people of Nepal because they are in such a big trouble of #earthquake . May Allah look after him.
1586,other_useful_information,'591903064145022976',RT @RT_com: LATEST: 108 killed in 7.9-magnitude #Nepal earthquake ‰ÛÒ local police http://t.co/E6wZrronVg http://t.co/EvlesbH4gI
1587,donation_needs_or_offers_or_volunteering_services,'591903064258453504',"RT @GDACS: Green earthquake alert (Magnitude 5M, Depth:10km) in Nepal 25/04/2015 07:07 UTC, 6463326 people within 100km. http://t.co/aVaig0‰Û_"
1588,injured_or_dead_people,'591903064329564162',"RT @picturpoet: Hi guys, trying to trace my friend @turbowarsftw who left to attend the Universal Religion Festival organised by @ur_nepal.‰Û_"
1589,sympathy_and_emotional_support,'591903064392650752',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/rrecOqr74x http://t.co/ivotZEquwj"
1590,donation_needs_or_offers_or_volunteering_services,'591903064535105536',A stronger earthquake hit nepal capital Kathmandu. Our heat felt sympathy with all napalis peoples.
1591,donation_needs_or_offers_or_volunteering_services,'591903064644317185',
1592,donation_needs_or_offers_or_volunteering_services,'591903064837074944',
1593,donation_needs_or_offers_or_volunteering_services,'591903065365700608',"RT @nytimes: Strong Earthquake Strikes Nepal Near Its Capital, Katmandu http://t.co/caNbqS5Yo9"
1594,injured_or_dead_people,'591903065453670401',RT @globalhlthtwit: Now Patan. All three historic kingdom squares in Kathmandu are destroyed. Casualties in hills could be horrendous.
1595,infrastructure_and_utilities_damage,'591903065764175872',"RT @PandeyJaideep: Contact numbers for #Nepal #earthquake... Share
@tavleen_singh @tajinderbagga @suhelseth @kunalmajumder @richaanirudh ht‰Û_"
1596,injured_or_dead_people,'591903065801822208',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
1597,other_useful_information,'591903066040836096',
1598,sympathy_and_emotional_support,'591903066359787520',"ABC: Witness: Dust rises amid rubble in Bhaktapur, near Kathmandu, after major earthquake; aftershocks continue. http://t.co/e0Qg0Htj98"
1599,sympathy_and_emotional_support,'591903066401710080',RT @CatholicRelief: Our prayers are with everyone affected by the #earthquake that struck #Nepal today. Please keep them in your prayers. #‰Û_
1600,sympathy_and_emotional_support,'591903066535886848',
1601,donation_needs_or_offers_or_volunteering_services,'591903067496288256',
1602,other_useful_information,'591903067605495808',"Nepal earthquake: More than 100 dead, many injured http://t.co/c3X7GilpiO"
1603,sympathy_and_emotional_support,'591903067752136705',
1604,donation_needs_or_offers_or_volunteering_services,'591903067844571136',"RT @HumanitarianCat: Slideshow of #Nepal damage, buildings collapsed, rubble, children injured. Significant humanitarian needs likely: http‰Û_"
1605,donation_needs_or_offers_or_volunteering_services,'591903067861221376',RT @googleindia: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake--&gt;http://t.co/3e4pNsO‰Û_
1606,sympathy_and_emotional_support,'591903067982974976',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
1607,infrastructure_and_utilities_damage,'591903068066742273',"Strong #earthquake rocks #Nepal, damages #Kathmandu http://t.co/hPdmZHDJKK"
1608,sympathy_and_emotional_support,'591903068125560832',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
1609,donation_needs_or_offers_or_volunteering_services,'591903068456820737',"People tweet from Nepal? Please, make use of them to convey messages!  #earthquake"
1610,donation_needs_or_offers_or_volunteering_services,'591903068729532416',
1611,injured_or_dead_people,'591903068846829568',RT @DrSYQuraishi: My prayers for brothers and sisters in Nepal and India who have suffered the severe earthquake.
1612,other_useful_information,'591903069018857472',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1613,donation_needs_or_offers_or_volunteering_services,'591903069346070528',"RT @ndtv: At least 114 killed in earthquake, says Nepal government spokesperson to news agency AFP"
1614,injured_or_dead_people,'591903069388021760',RT @AFP: #BREAKING At least 114 killed in Nepal earthquake: home ministry
1615,donation_needs_or_offers_or_volunteering_services,'591903069715058690',"RT @NorthmenPK: #Nepalquake #Nepal Avalanche on everest south side, climbers went missing. http://t.co/pbHrAiFdvq"
1616,donation_needs_or_offers_or_volunteering_services,'591903069866078208',"RT @HuffPostIndia: Earthquake helpline at the Indian embassy in Kathmandu: +977 98511 07021, +977 98511 35141"
1617,missing_trapped_or_found_people,'591903070113517568',"RT @madhu_ghimire: #Nepalquake #Nepal Avalanche on everest south side, climbers went missing. http://t.co/jWH5NYZ8hz"
1618,donation_needs_or_offers_or_volunteering_services,'591903070302314497',
1619,other_useful_information,'591903070344216576',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
1620,not_related_or_irrelevant,'591903070432329729',
1621,other_useful_information,'591903070893670400',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
1622,other_useful_information,'591903071153692672',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
1623,other_useful_information,'591903071187271680',7.9  earthquake in Nepal. Pray for them _Ù÷Ó _Ùª_Ù_
1624,donation_needs_or_offers_or_volunteering_services,'591903071246163969',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
1625,sympathy_and_emotional_support,'591903071397093376',"Strong earthquake rocks Nepal, damages Kathmandu - BBC News http://t.co/XXjn3NmSy7"
1626,sympathy_and_emotional_support,'591903071539744771',"Goo News 7.9 magnitude earthquake hits Nepal causing damage, injuries reported - Fox News‰Û_ http://t.co/BILpcrViWQ"
1627,injured_or_dead_people,'591903071829139457',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1628,other_useful_information,'591903072164544512',"So far 108 dead in Nepal earthquake , toll
climbing. Sheer force of nature sometimes puts
our little lives, our... http://t.co/MudKmPaQNc"
1629,donation_needs_or_offers_or_volunteering_services,'591903072428789760',"RT @snsachinnandu: PM calls up CMs of UP, Bihar, WB &amp; Sikkim, PMs of Nepal &amp; Bhutan to assure all possible assistance. Bhutan to send a res‰Û_"
1630,other_useful_information,'591903072479121408',"RT @etribune: At least 114 killed in #Nepal quake 
http://t.co/tP7BEnendv http://t.co/ru1V9v9e3B"
1631,other_useful_information,'591903072537837568',"RT @hamishNews: People are praying to temples in Nepal, even as they rock with aftershocks according to Americans in #NepalEarthquake"
1632,injured_or_dead_people,'591903072915423232',"Please pray for #Nepal
#earthquakeinnepal
:'( http://t.co/drZnM85MPB"
1633,donation_needs_or_offers_or_volunteering_services,'591903073561284608',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
1634,injured_or_dead_people,'591903073825464320',"RT @ANI_news: In the wake of the #earthquake in Nepal, a 24 hour control room has been set up by the MEA."
1635,sympathy_and_emotional_support,'591903074093895680',Prayers to all affected by the earthquake in Nepal.
1636,other_useful_information,'591903074203074560',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/PAidNifsWW http://t.co/dbjH7wkuCb"
1637,other_useful_information,'591903074475646978',"RT @timesofindia: Google has launched a Person Finder instance to help track missing persons for the #Nepal #earthquake
http://t.co/mjZvEET‰Û_"
1638,missing_trapped_or_found_people,'591903074790215680',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
1639,donation_needs_or_offers_or_volunteering_services,'591903074966319104',"RT @LmeFinancial: M7.9 - 29km ESE of Lamjung, Nepal
Lots of Loss in Nepal, Some New Photos. http://t.co/tdFEpGiZgA"
1640,sympathy_and_emotional_support,'591903075000045569',RT @Thekkapoor: T 945 - @DeepikaPFC @TheDeepikaFC  Numbers for Nepal.Kindly RT &amp; spread  #earthquake #Kathmandu http://t.co/qA7jErNNcm
1641,injured_or_dead_people,'591903075255750656',"RT @Happyinsan77: ""@Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD t‰Û_"
1642,donation_needs_or_offers_or_volunteering_services,'591903075402534912',RT @googleindia: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake--&gt;http://t.co/3e4pNsO‰Û_
1643,other_useful_information,'591903075444621312',
1644,sympathy_and_emotional_support,'591903075587100672',I request everyone and our government to help earthquake affected people please. God bless all #Nepal
1645,infrastructure_and_utilities_damage,'591903075868094464',"RT @AskAnshul: Be Socialist today just RT n Spread Emergency numbers  
 #earthquake Prayers with #Nepal http://t.co/9xPRPohz7V"
1646,donation_needs_or_offers_or_volunteering_services,'591903075876483072',"RT @116ashu: List of doctors and hospitals in Nepal. http://t.co/qpMzjyqaeN"" @VishalDadlani @tweetfromRaghu @ArvindKejriwal @ashutosh83B @A‰Û_"
1647,donation_needs_or_offers_or_volunteering_services,'591903076040085505',RT @rsprasad: I have directed officials to take steps to restore communication lines in Indo-Nepal border. Monitoring the situation very cl‰Û_
1648,not_related_or_irrelevant,'591903076417691649',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/emM9IaAXiy http://t.co/WkKYOjZELN"
1649,sympathy_and_emotional_support,'591903076514009088',"RT @timesofindia: Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. Pic: @JulieMakLAT http://t.co‰Û_"
